,link,part,other,potential_covid_high_confidence,potential_covid_low_confidence,had_covid_high_confidence,had_covid_low_confidence
62,https://twitter.com/lablab_d/status/1284786322960461824,test,1,0,0,0,0
63,https://twitter.com/KO44_news/status/1324361911509594114,test,1,0,0,0,0
64,https://twitter.com/koshka_sytylaya/status/1341011744181907459,test,0,1,0,0,0
65,https://twitter.com/Dream_Tim66/status/1319231859247714304,test,1,0,0,0,0
66,https://twitter.com/takishon__/status/1354655303191695361,test,1,0,0,0,0
67,https://twitter.com/balloo163/status/1262041111444492290,test,1,0,0,0,0
68,https://twitter.com/shuurhaimn/status/1336145725361537025,test,1,0,0,0,0
69,https://twitter.com/Enslaver_42/status/1321386411724017664,test,0,0,0,1,0
70,https://twitter.com/prrussk/status/1252162713926721537,test,1,0,0,0,0
71,https://twitter.com/_xopxu/status/1281821252357939200,test,0,0,1,0,0
72,https://twitter.com/FMJ408/status/1260457075467051009,test,1,0,0,0,0
73,https://twitter.com/NizzaKowaichiki/status/1317049021186400256,test,1,0,0,0,0
74,https://twitter.com/tristeroIX/status/1301549724021985281,test,1,0,0,0,0
75,https://twitter.com/iamyarabub/status/1289666379092656128,test,1,0,0,0,0
76,https://twitter.com/Abama2011/status/1274376471621128195,test,1,0,0,0,0
77,https://twitter.com/OpenMin30050391/status/1317941728771477506,test,1,0,0,0,0
78,https://twitter.com/boblaif/status/1261804902315106305,test,1,0,0,0,0
79,https://twitter.com/novostnik/status/1250013773450149888,test,1,0,0,0,0
80,https://twitter.com/funofpilots/status/1313896469712244737,test,1,0,0,0,0
81,https://twitter.com/callmeastronaut/status/1321769032979259393,test,1,0,0,0,0
82,https://twitter.com/screenshooter_/status/1327092469905944577,test,1,0,0,0,0
83,https://twitter.com/DmitrijSemenof/status/1318282569524404225,test,1,0,0,0,0
84,https://twitter.com/gintoki_show/status/1250919237482360836,test,1,0,0,0,0
85,https://twitter.com/Lespaul_/status/1270728091229474822,test,1,0,0,0,0
86,https://twitter.com/sorrowplagues/status/1304368954798936064,test,0,0,1,0,0
87,https://twitter.com/j_otgonbold/status/1347483223677394944,test,1,0,0,0,0
88,https://twitter.com/NeSegodnyaNe/status/1307787608391639053,test,1,0,0,0,0
89,https://twitter.com/AlelChe/status/1318763953825120256,test,1,0,0,0,0
90,https://twitter.com/iv_belyakov/status/1348969402268585984,test,1,0,0,0,0
91,https://twitter.com/Svetamj/status/1319349005533515776,test,1,0,0,0,0
92,https://twitter.com/SergeiZoldberg/status/1314947018142425088,test,1,0,0,0,0
93,https://twitter.com/daborodab/status/1344709909464690691,test,1,0,0,0,0
94,https://twitter.com/andebo7/status/1316684357503942656,test,1,0,0,0,0
95,https://twitter.com/namjil17/status/1333378409070616577,test,1,0,0,0,0
96,https://twitter.com/fusinaterritor/status/1332693901287763973,test,1,0,0,0,0
97,https://twitter.com/DavydovYoury/status/1327272929474859008,test,1,0,0,0,0
98,https://twitter.com/gonchar_natasha/status/1273875626030702592,test,1,0,0,0,0
99,https://twitter.com/OtgonbayarT/status/1276191538217795586,test,1,0,0,0,0
100,https://twitter.com/MrBes23/status/1294748367063580672,test,1,0,0,0,0
101,https://twitter.com/ChrisL1ee/status/1270332534598049792,test,0,1,0,0,0
102,https://twitter.com/ItMyLifeMyThink/status/1314221101078151168,test,1,0,0,0,0
103,https://twitter.com/zigizagizigi/status/1246133950877241344,test,1,0,0,0,0
104,https://twitter.com/BreadshawCurry/status/1299564604058742784,test,1,0,0,0,0
105,https://twitter.com/redhot4ili/status/1320518254188810240,test,1,0,0,0,0
106,https://twitter.com/vsem_kirdyk/status/1257724589301432323,test,1,0,0,0,0
107,https://twitter.com/sanek_ufa/status/1330149825946546183,test,1,0,0,0,0
108,https://twitter.com/unen_mn1/status/1356450097622470661,test,1,0,0,0,0
109,https://twitter.com/anyasarang/status/1354707822869704706,test,1,0,0,0,0
110,https://twitter.com/atvmol/status/1342704343288598529,test,1,0,0,0,0
111,https://twitter.com/Olya_Gab/status/1278561899253248001,test,1,0,0,0,0
112,https://twitter.com/Sha1_Hulud/status/1327685646018895873,test,1,0,0,0,0
113,https://twitter.com/dasha_bonjour/status/1343120756604096512,test,1,0,0,0,0
114,https://twitter.com/Toogii2211/status/1336149307263569922,test,1,0,0,0,0
115,https://twitter.com/_74ru_/status/1352225367403208709,test,1,0,0,0,0
116,https://twitter.com/glami_doll/status/1340565924328460289,test,1,0,0,0,0
117,https://twitter.com/prostotakayanya/status/1266034401621786625,test,1,0,0,0,0
118,https://twitter.com/dran_nick/status/1314299108065259521,test,1,0,0,0,0
119,https://twitter.com/okoval0k/status/1313364272731377664,test,1,0,0,0,0
120,https://twitter.com/sm_alien/status/1356005011843674114,test,1,0,0,0,0
121,https://twitter.com/1TxZ0Thjz1nEnHG/status/1333679050674614275,test,1,0,0,0,0
122,https://twitter.com/cosmicasiangirl/status/1297940311747026946,test,1,0,0,0,0
123,https://twitter.com/cosmicasiangirl/status/1314269812017844224,test,1,0,0,0,0
124,https://twitter.com/KP_CRIM/status/1341645725575368705,test,1,0,0,0,0
125,https://twitter.com/Mauvenox/status/1335640814207299587,test,0,0,0,1,0
126,https://twitter.com/drole_delapin/status/1346013406365675520,test,0,0,1,0,0
127,https://twitter.com/Mon1299/status/1242149558123192326,test,1,0,0,0,0
128,https://twitter.com/xfandi765x/status/1321664864125919232,test,1,0,0,0,0
129,https://twitter.com/bananovoemoloko/status/1304110562767507462,test,1,0,0,0,0
130,https://twitter.com/osyagallery/status/1345703377905324033,test,1,0,0,0,0
131,https://twitter.com/ubpskh/status/1355794022577676295,test,0,0,1,0,0
132,https://twitter.com/queeen_m_/status/1325357218359877632,test,0,0,0,1,0
133,https://twitter.com/sveta707841/status/1316960641215832064,test,1,0,0,0,0
134,https://twitter.com/librepunk/status/1319542766108610560,test,1,0,0,0,0
135,https://twitter.com/pesni_o_dyshnom/status/1261559245700505600,test,1,0,0,0,0
136,https://twitter.com/EgorSelivanov/status/1356943416987385857,test,1,0,0,0,0
137,https://twitter.com/Abama2011/status/1294838802297618433,test,1,0,0,0,0
138,https://twitter.com/pplatonbatonn/status/1256645113826205698,test,1,0,0,0,0
139,https://twitter.com/_enot_tyan/status/1345422386473168896,test,1,0,0,0,0
140,https://twitter.com/pystovnytri/status/1318614670773714945,test,1,0,0,0,0
141,https://twitter.com/ASorvachev/status/1260481540301172736,test,1,0,0,0,0
142,https://twitter.com/ErzokHD/status/1249256403103027201,test,1,0,0,0,0
143,https://twitter.com/octopirate1/status/1299813308019675136,test,1,0,0,0,0
144,https://twitter.com/lilchaosbaby/status/1319324797923360770,test,1,0,0,0,0
145,https://twitter.com/mooonlz/status/1310170668395384833,test,0,1,0,0,0
146,https://twitter.com/yORNjKzE9aarGLY/status/1311200053181263874,test,1,0,0,0,0
147,https://twitter.com/Xbaataar/status/1247928031651356672,test,1,0,0,0,0
148,https://twitter.com/ostenbaken1004/status/1326144954792546308,test,1,0,0,0,0
149,https://twitter.com/ts_alt/status/1260744638303842304,test,1,0,0,0,0
150,https://twitter.com/aaaaaafvck707/status/1340958271868432385,test,1,0,0,0,0
151,https://twitter.com/Kokuyama/status/1356204700639649793,test,1,0,0,0,0
152,https://twitter.com/BorisBasta/status/1326445532441665537,test,1,0,0,0,0
153,https://twitter.com/dmitriypaut/status/1350160960879816707,test,1,0,0,0,0
154,https://twitter.com/derella9/status/1315551445018644480,test,1,0,0,0,0
155,https://twitter.com/Den__Red/status/1265332373392064512,test,1,0,0,0,0
156,https://twitter.com/elfinvitro/status/1322625466004549636,test,1,0,0,0,0
157,https://twitter.com/Nau_SPb/status/1263862037492490240,test,1,0,0,0,0
158,https://twitter.com/open_studia/status/1323526515833905154,test,1,0,0,0,0
159,https://twitter.com/virocracy/status/1285918693281669120,test,0,0,1,0,0
160,https://twitter.com/vikalee/status/1341668187608367104,test,1,0,0,0,0
161,https://twitter.com/u1trasue/status/1312094501670973440,test,1,0,0,0,0
162,https://twitter.com/ArdDaatgalJSC/status/1339747292580990976,test,1,0,0,0,0
163,https://twitter.com/Violator090/status/1252296698430398464,test,1,0,0,0,0
164,https://twitter.com/bars_tv/status/1329117493789650946,test,1,0,0,0,0
165,https://twitter.com/gmdelovely/status/1304475308117159936,test,1,0,0,0,0
166,https://twitter.com/Vitalin25K/status/1327605581037805568,test,0,1,0,0,0
167,https://twitter.com/evijuls/status/1319552452497113088,test,1,0,0,0,0
168,https://twitter.com/evgenyrekhter/status/1334137487283941377,test,1,0,0,0,0
169,https://twitter.com/btd4580000/status/1300089023868874752,test,1,0,0,0,0
170,https://twitter.com/vasilvasikov/status/1324867098137518082,test,0,1,0,0,0
171,https://twitter.com/mongolmotors/status/1301720158801596416,test,1,0,0,0,0
172,https://twitter.com/lAaQsgxg1uasS4s/status/1321721468200386560,test,1,0,0,0,0
173,https://twitter.com/Sedaya_piska/status/1262066804375072771,test,1,0,0,0,0
174,https://twitter.com/jae_higanbana/status/1341987970090479616,test,1,0,0,0,0
175,https://twitter.com/daldaga1/status/1314909884333223938,test,1,0,0,0,0
176,https://twitter.com/GreenSergeantM/status/1316069713261322243,test,1,0,0,0,0
177,https://twitter.com/kostyabest/status/1260167797524627456,test,1,0,0,0,0
178,https://twitter.com/fffurie/status/1329718607534825473,test,1,0,0,0,0
179,https://twitter.com/agent_fsb/status/1313588797465153537,test,1,0,0,0,0
180,https://twitter.com/murrmason/status/1275331942829961216,test,1,0,0,0,0
181,https://twitter.com/pantera_blacky/status/1322198670931120130,test,1,0,0,0,0
182,https://twitter.com/Enbis_tweets/status/1339923848226082816,test,1,0,0,0,0
183,https://twitter.com/yankeesumsh/status/1306550133287464960,test,1,0,0,0,0
184,https://twitter.com/phd__13/status/1315753729681956866,test,1,0,0,0,0
185,https://twitter.com/EmilKalmat/status/1326934468985319424,test,1,0,0,0,0
186,https://twitter.com/DashaAlkova/status/1335563942706487296,test,0,0,0,1,0
187,https://twitter.com/odariaaa/status/1329410687219675137,test,1,0,0,0,0
188,https://twitter.com/DenisVassiliev/status/1340988833442263041,test,0,0,0,0,1
189,https://twitter.com/InPearly/status/1321413393992028161,test,1,0,0,0,0
190,https://twitter.com/energoteh2005/status/1268430592355577863,test,1,0,0,0,0
191,https://twitter.com/unless_you_do/status/1323721680947204097,test,1,0,0,0,0
192,https://twitter.com/SunNightCatcher/status/1265346098513747968,test,1,0,0,0,0
193,https://twitter.com/mkar_vl/status/1332267568883773440,test,1,0,0,0,0
194,https://twitter.com/EugeneSimonoff/status/1321853662621323264,test,1,0,0,0,0
195,https://twitter.com/superkabuto228/status/1345992908294545408,test,1,0,0,0,0
196,https://twitter.com/lady_Lidiya/status/1338096877615673345,test,0,1,0,0,0
197,https://twitter.com/YUR1OUS/status/1333276430378135554,test,1,0,0,0,0
198,https://twitter.com/VitalyKnyazhev/status/1314411341906665475,test,1,0,0,0,0
199,https://twitter.com/BornerSilke/status/1303835770487296000,test,1,0,0,0,0
200,https://twitter.com/EdkiyGoblin/status/1299388432452669443,test,1,0,0,0,0
201,https://twitter.com/Yoririt/status/1268546346333634561,test,1,0,0,0,0
202,https://twitter.com/MomOfTheDucks/status/1310591077318000642,test,0,0,1,0,0
203,https://twitter.com/livetvmn/status/1270622953588158465,test,1,0,0,0,0
204,https://twitter.com/FrauFraumerkel/status/1306635179767795713,test,1,0,0,0,0
205,https://twitter.com/Yulia225/status/1282359791722139656,test,1,0,0,0,0
206,https://twitter.com/kreativnii_praz/status/1348205679157374976,test,1,0,0,0,0
207,https://twitter.com/_LazyFrog_/status/1302341611851067392,test,1,0,0,0,0
208,https://twitter.com/FasieteTegno/status/1264740315182903296,test,1,0,0,0,0
209,https://twitter.com/helloiampirami/status/1314587475667546113,test,1,0,0,0,0
210,https://twitter.com/Olly_Loly/status/1329137808104169481,test,1,0,0,0,0
211,https://twitter.com/babayan_tanya/status/1337117195273383942,test,1,0,0,0,0
212,https://twitter.com/plohoyrobot/status/1274942590354444288,test,1,0,0,0,0
213,https://twitter.com/omur_saltanat/status/1333687786961035264,test,1,0,0,0,0
214,https://twitter.com/VesNaPROJECT/status/1315307303780970497,test,1,0,0,0,0
215,https://twitter.com/Mana_DCampbell/status/1287691220450451456,test,1,0,0,0,0
216,https://twitter.com/bitexe/status/1324150170657980427,test,1,0,0,0,0
217,https://twitter.com/Rah_Sab/status/1257340151870763018,test,1,0,0,0,0
218,https://twitter.com/VPtishinsky/status/1345640505145774081,test,1,0,0,0,0
219,https://twitter.com/yourdeadlord/status/1315382169439789058,test,1,0,0,0,0
220,https://twitter.com/a_panina/status/1310695685407281153,test,1,0,0,0,0
221,https://twitter.com/koHeaNNYai3WRn5/status/1349861464799145984,test,1,0,0,0,0
222,https://twitter.com/ne_barynya/status/1261552233914777600,test,1,0,0,0,0
223,https://twitter.com/drunk_pug/status/1342060183791546369,test,1,0,0,0,0
224,https://twitter.com/UBn_mn/status/1276026962067128321,test,1,0,0,0,0
225,https://twitter.com/ider76t/status/1279792201715683328,test,1,0,0,0,0
226,https://twitter.com/MGL_nomadic/status/1356531988312649730,test,1,0,0,0,0
227,https://twitter.com/Dolbaluntic/status/1292389538183208961,test,0,1,0,0,0
228,https://twitter.com/kamiko_ray/status/1301859748048973829,test,1,0,0,0,0
229,https://twitter.com/TzZMFBgsaBsmrfQ/status/1334507360325341187,test,1,0,0,0,0
230,https://twitter.com/pavelvasil/status/1264650537217245186,test,1,0,0,0,0
231,https://twitter.com/Radio_BFM/status/1309528976805822469,test,1,0,0,0,0
232,https://twitter.com/Nifnaf101/status/1281331753177817089,test,1,0,0,0,0
233,https://twitter.com/PtodayR/status/1266621425416314881,test,1,0,0,0,0
234,https://twitter.com/jenoteza/status/1332403619191250946,test,1,0,0,0,0
235,https://twitter.com/kozulinatatyana/status/1333878769237561347,test,0,0,0,1,0
236,https://twitter.com/Byambagerel1/status/1342668785501683713,test,1,0,0,0,0
237,https://twitter.com/dobraya_utra/status/1332059310487183368,test,0,0,0,1,0
238,https://twitter.com/mis_misha/status/1291096531186208768,test,1,0,0,0,0
239,https://twitter.com/edgythought/status/1290892785202204678,test,0,1,0,0,0
240,https://twitter.com/O8wwg8tYMRWnmFF/status/1280551669147873281,test,1,0,0,0,0
241,https://twitter.com/svetlichnajalo5/status/1321787662785777666,test,1,0,0,0,0
242,https://twitter.com/Kiselimba/status/1282498862847078402,test,1,0,0,0,0
243,https://twitter.com/LenaIvanova43/status/1309618999278403584,test,1,0,0,0,0
244,https://twitter.com/KatzmanZai/status/1280383784559484929,test,1,0,0,0,0
245,https://twitter.com/kbivanovez/status/1302164415484133377,test,1,0,0,0,0
246,https://twitter.com/pure_fruit/status/1280141387732828161,test,1,0,0,0,0
247,https://twitter.com/qwerwertqwer/status/1247520617127002115,test,1,0,0,0,0
248,https://twitter.com/UrQuattroS1/status/1347919841789882368,test,1,0,0,0,0
249,https://twitter.com/dartvaderislove/status/1251339969832144896,test,0,0,1,0,0
250,https://twitter.com/dellia001/status/1345797559311327233,test,1,0,0,0,0
251,https://twitter.com/Bubble_gum_ua/status/1306199371248275456,test,1,0,0,0,0
252,https://twitter.com/hovorton/status/1277447676401983488,test,1,0,0,0,0
253,https://twitter.com/ts_alt/status/1345538025367822342,test,1,0,0,0,0
254,https://twitter.com/Seasoul__16/status/1281312612005937154,test,1,0,0,0,0
255,https://twitter.com/le_shiza/status/1334696120107200512,test,1,0,0,0,0
256,https://twitter.com/leusenko1/status/1253438428831723522,test,1,0,0,0,0
257,https://twitter.com/OlGa_Vict_/status/1296012132274900993,test,1,0,0,0,0
258,https://twitter.com/sveta707841/status/1329040330507882496,test,1,0,0,0,0
259,https://twitter.com/UdriinSait/status/1248118613640228864,test,1,0,0,0,0
260,https://twitter.com/natali_cayna/status/1272129310883811329,test,1,0,0,0,0
261,https://twitter.com/bagardyn/status/1244674904550772739,test,1,0,0,0,0
262,https://twitter.com/pleshakov75/status/1254822892895907841,test,0,0,1,0,0
263,https://twitter.com/Oleg_Ilchenko/status/1303749920244072450,test,1,0,0,0,0
264,https://twitter.com/prxJ07x/status/1296046969144651776,test,1,0,0,0,0
265,https://twitter.com/sveta707841/status/1267339685824790529,test,1,0,0,0,0
266,https://twitter.com/pyunsooa/status/1353648997848776704,test,1,0,0,0,0
267,https://twitter.com/OHL1S4/status/1336516589789786113,test,1,0,0,0,0
268,https://twitter.com/pbTK2BBKqzMixOG/status/1325309784933928960,test,1,0,0,0,0
269,https://twitter.com/wwcarrotcow/status/1300731411578712064,test,1,0,0,0,0
270,https://twitter.com/infosamui/status/1344209807411204097,test,1,0,0,0,0
271,https://twitter.com/fraudopamine/status/1350106594713989121,test,1,0,0,0,0
272,https://twitter.com/VyacheslavSakhn/status/1280459690162507783,test,1,0,0,0,0
273,https://twitter.com/AdamSmi07146884/status/1320339807709597697,test,1,0,0,0,0
274,https://twitter.com/o7hNrIjBPYzGYxg/status/1312047855645978624,test,1,0,0,0,0
275,https://twitter.com/escapistik/status/1340857744736145411,test,1,0,0,0,0
276,https://twitter.com/34Gilmour/status/1311747641986953216,test,1,0,0,0,0
277,https://twitter.com/zabstamp/status/1261302500054966272,test,1,0,0,0,0
278,https://twitter.com/bitelipoka/status/1288552637114257409,test,1,0,0,0,0
279,https://twitter.com/AnnFirestar/status/1323615754944729088,test,0,0,0,1,0
280,https://twitter.com/Rijeslavsky/status/1335952592103469056,test,0,1,0,0,0
281,https://twitter.com/Julia2024Me/status/1254866411878404096,test,1,0,0,0,0
282,https://twitter.com/Tashbaka/status/1347603555457376263,test,1,0,0,0,0
283,https://twitter.com/SonyaSonyaya_/status/1344543175478833153,test,1,0,0,0,0
284,https://twitter.com/9oC4fVlmQLAMngZ/status/1253373000352743432,test,1,0,0,0,0
285,https://twitter.com/strel05621/status/1268051787908624384,test,0,0,0,1,0
286,https://twitter.com/_Mokona_/status/1276491739075878913,test,1,0,0,0,0
287,https://twitter.com/boomboomclapall/status/1353904783359438848,test,1,0,0,0,0
288,https://twitter.com/spacepipette/status/1333826708714250242,test,1,0,0,0,0
289,https://twitter.com/laufbrunnen/status/1296601303347494913,test,1,0,0,0,0
290,https://twitter.com/news_pmr/status/1265307772582866944,test,1,0,0,0,0
291,https://twitter.com/DrLuosto/status/1282717933911842817,test,1,0,0,0,0
292,https://twitter.com/acraloniana/status/1249691855735971840,test,1,0,0,0,0
293,https://twitter.com/_Kardero_/status/1273876706852589572,test,1,0,0,0,0
294,https://twitter.com/alister_com/status/1247898018038218752,test,1,0,0,0,0
295,https://twitter.com/dolbysystem/status/1355540072058265602,test,1,0,0,0,0
296,https://twitter.com/Abama2011/status/1324305466076340227,test,1,0,0,0,0
297,https://twitter.com/Oskianocner/status/1281920604287963136,test,1,0,0,0,0
298,https://twitter.com/zindaamnd/status/1273064354502459393,test,1,0,0,0,0
299,https://twitter.com/MoskRussia/status/1327878722914029568,test,1,0,0,0,0
300,https://twitter.com/p72g1/status/1331824223308951554,test,1,0,0,0,0
301,https://twitter.com/iznmbroo/status/1261555135215525888,test,1,0,0,0,0
302,https://twitter.com/_ass_of_piggy_/status/1318457819893477376,test,0,0,0,1,0
303,https://twitter.com/A8xavIiQpYSAnY5/status/1326198005674938370,test,1,0,0,0,0
304,https://twitter.com/Abama2011/status/1274377776569683968,test,1,0,0,0,0
305,https://twitter.com/Dessa_nya/status/1343965968582795265,test,1,0,0,0,0
306,https://twitter.com/RulyBud/status/1349173251671347200,test,1,0,0,0,0
307,https://twitter.com/Graf_CbIP/status/1332257331166457861,test,1,0,0,0,0
308,https://twitter.com/LeraYtz/status/1259868277158957060,test,1,0,0,0,0
309,https://twitter.com/A0ytskIe7p1gwd3/status/1272621411044069377,test,1,0,0,0,0
310,https://twitter.com/Lubovlike/status/1319854878227898368,test,1,0,0,0,0
311,https://twitter.com/YEWOO___/status/1261716215195750403,test,1,0,0,0,0
312,https://twitter.com/Alta_mn/status/1325770524111368193,test,1,0,0,0,0
313,https://twitter.com/VVFomenko/status/1355909628039749633,test,1,0,0,0,0
314,https://twitter.com/honor_fucker/status/1276060190735990784,test,1,0,0,0,0
315,https://twitter.com/treugolny_hui/status/1353795111600222211,test,1,0,0,0,0
316,https://twitter.com/Grafinfector/status/1339190424066469889,test,1,0,0,0,0
317,https://twitter.com/RMalinovskii/status/1331311515169853442,test,1,0,0,0,0
318,https://twitter.com/ladyxenax/status/1261264443436130304,test,1,0,0,0,0
319,https://twitter.com/tsargradtv/status/1353697103365726208,test,1,0,0,0,0
320,https://twitter.com/bread_deep/status/1244313744064294913,test,1,0,0,0,0
321,https://twitter.com/wntr_mr/status/1355236748473880576,test,1,0,0,0,0
322,https://twitter.com/realnoMarisha/status/1346508346346631168,test,0,0,1,0,0
323,https://twitter.com/HitokiriCaptain/status/1342020491771604992,test,0,0,1,0,0
324,https://twitter.com/korj_morj/status/1316832000880381953,test,1,0,0,0,0
325,https://twitter.com/La_Estafa/status/1353035412126769155,test,1,0,0,0,0
326,https://twitter.com/vladimi77730347/status/1317408829156589570,test,1,0,0,0,0
327,https://twitter.com/afonja20142/status/1290679257602166787,test,1,0,0,0,0
328,https://twitter.com/MiklSvetlov/status/1309171942247862273,test,1,0,0,0,0
329,https://twitter.com/ypo6opoc/status/1349462930379730945,test,1,0,0,0,0
330,https://twitter.com/Alxet/status/1339892423187714051,test,1,0,0,0,0
331,https://twitter.com/pingwinator/status/1313572320578072578,test,1,0,0,0,0
332,https://twitter.com/MobileJoke/status/1252170141569372160,test,1,0,0,0,0
333,https://twitter.com/qwsslide/status/1280562018882371586,test,1,0,0,0,0
334,https://twitter.com/tmazukabzov/status/1357236009235316740,test,1,0,0,0,0
335,https://twitter.com/lord_expert/status/1330236874703638536,test,1,0,0,0,0
336,https://twitter.com/ameteurfeel/status/1335684487288672260,test,1,0,0,0,0
337,https://twitter.com/valenayaspers/status/1320239048145932288,test,1,0,0,0,0
338,https://twitter.com/Press__MO/status/1339621357693394944,test,1,0,0,0,0
339,https://twitter.com/ASchezel/status/1344749821350064130,test,1,0,0,0,0
340,https://twitter.com/spacman68alex/status/1355184319430537218,test,1,0,0,0,0
341,https://twitter.com/retrotaro/status/1356316540434526219,test,1,0,0,0,0
342,https://twitter.com/vanillla_sugar/status/1324709228964204546,test,1,0,0,0,0
343,https://twitter.com/spirto4ka/status/1274727668882292737,test,1,0,0,0,0
344,https://twitter.com/yurvaga/status/1327190406564556800,test,1,0,0,0,0
345,https://twitter.com/tuvshe_0308/status/1273436609086500864,test,1,0,0,0,0
346,https://twitter.com/sorrowplagues/status/1257818481514479617,test,1,0,0,0,0
347,https://twitter.com/Sergio44947570/status/1249370638118277120,test,1,0,0,0,0
348,https://twitter.com/mal_mars/status/1301257746906521600,test,1,0,0,0,0
349,https://twitter.com/crocusgloria202/status/1235984081927761930,test,1,0,0,0,0
